id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
28038,Moldova,"There's a slight note of oxidation in the bouquet that leads to aromas of pineapple upside down cake, apple and Meyer lemon. Flavors of apple pie and canned peaches precede a dry, crisp finish.",Golden Land Dry,86,9.0,Moldova,,,Jeff Jenssen,@worldwineguys,Lion-Gri 2014 Golden Land Dry Pinot Gris (Moldova),Pinot Gris,Lion-Gri
5963,US,"A simple, sound, quaffing Sauvignon Blanc, with citrus and lemongrass flavors. Finishes a little sweet.",Somerston,83,24.0,California,Napa Valley,Napa,,,Priest Ranch 2009 Somerston Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Priest Ranch
63252,US,"While Cabernet Sauvignon dominant, all five red Bordeaux varieties are represented here. Dark in color, a combination of black pepper and black-fruit syrup meets earthy and dry tannins. This structured wine needs time. Cellar through 2020.",Longwood,90,30.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Beaucanon 2013 Longwood Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaucanon
3322,New Zealand,"A plump, nicely concentrated Sauvignon Blanc, the 2009 Mount Beautiful doesn't have the most intense aromatics, but is holding on to its weighty melon and fig flavors and lingering citrus finish. Drink up.",,87,20.0,Canterbury,,,Joe Czerwinski,@JoeCz,Mt. Beautiful 2009 Sauvignon Blanc (Canterbury),Sauvignon Blanc,Mt. Beautiful
98636,US,"Boedecker's Athena bottling is a very pretty wine, with a lovely entry offering pure, inviting cherry and berry fruit. Once in the mouth, it gently fades, just slightly disappointing as it seems to lose strength rather than gaining it. But the first impression is charming and delicious.",Athena,89,34.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Boedecker Cellars 2008 Athena Pinot Noir (Willamette Valley),Pinot Noir,Boedecker Cellars
12844,Spain,"Hot, tarry aromas of plum and berry rank as gritty and rough. Clampy, jagged tannins make for a tough mouthfeel, while a mix of herbal and jammy red-berry flavors turn salty before finishing with rubbery tannins. Drink through 2023.",Selectus,88,70.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Aljibes 2010 Selectus Red (Vino de la Tierra de Castilla),Red Blend,Aljibes
5121,US,"Concentrated, well structured and not too full bodied, this is an almost architectural wine in how it fills out the palate and clings to the taste buds. It has an appetizing texture due to fine-grained tannins, a sense of ripeness without overripeness, plus deep and layered fruit, coffee and black-pepper nuances.",Strummer,92,25.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Lynch Wines 2013 Strummer Syrah (Sierra Foothills),Syrah,Lynch Wines
126363,Italy,"Talenti's Rosso di Montalcino delivers impressive intensity and aromatic complexity. You'll get notes here of cherry, wild berries, wet earth, violets and exotic spice. The wine is silky and rich on the palate and leaves loads of cherry flavors on the close.",,90,,Tuscany,Rosso di Montalcino,,,,Talenti 2008  Rosso di Montalcino,Sangiovese Grosso,Talenti
103350,US,"It's very difficult to rate this unusual bottling in a blind tasting. It's a nonvintage dry red wine blended from mature years and has few if any peers in California. It's very tasty because of traits that are usually considered flaws. A tawny color and an aroma like tawny Port lead to a very soft texture, and warm plum, raisin and nut flavors. The wine is rather full in body, light on tannins, and tastes quite mature and mellow.",Pleiades XXV Old Vines,87,24.0,California,California,California Other,Jim Gordon,@gordone_cellars,Sean Thackrey NV Pleiades XXV Old Vines Red (California),Rhône-style Red Blend,Sean Thackrey
52587,France,A closed nose gives little away of the conifer and pine notes that seem to spice this wine. It has aromas of oak and some cinnamon but fruit never makes it to the fore.,Tradition,86,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Fernand Engel 2014 Tradition Pinot Noir (Alsace),Pinot Noir,Domaine Fernand Engel
98736,Italy,"Pretty aromas of Bartlett pear and a floral note lead the nose on this easy-drinking wine. The simple, refreshing palate offers lemon zest and apple alongside tangy acidity.",Retro,85,11.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Bolla 2013 Retro  (Soave Classico),White Blend,Bolla
11424,US,"Sourced from several appellations, including the producer's heritage Russian River Valley site, this wine offers smoky oak, bacon and blackberry jam flavors. Thick and florally perfumed, it balances its brawnier side with spice.",Estate Vineyards Knotty Vines,91,25.0,California,Northern Sonoma,Sonoma,Virginie Boone,@vboone,Rodney Strong 2014 Estate Vineyards Knotty Vines Zinfandel (Northern Sonoma),Zinfandel,Rodney Strong
103806,US,"This blend of 43% Merlot, 27% Petit Verdot, 22% Cabernet Franc and 8% Malbec continues King Family's spate of solid releases. The aromas are rich but restrained, showing layers of curry powder and dried basil, with notes of spiced blueberry compote and blackberry. The full-bodied palate kicks into overdrive, with intense flavors of black fruit and dried rose that fill in the soft core, but the tannic framework keeps them from seeming effusive.",Meritage Unfiltered Merlot-Petit Verdot-Cabernet Franc-Malbec,88,28.0,Virginia,Monticello,,,,King Family 2010 Meritage Unfiltered Merlot-Petit Verdot-Cabernet Franc-Malbec Red (Monticello),Red Blend,King Family
10595,US,"Buttered toast and butterscotch flavors rule in this Chardonnay. The grapes bring ripe, pure flavors of mangoes, pineapples and tangerines. It's delicious, if a bit obvious in its appeals.",Cinghiale Vineyard,87,85.0,California,Fort Ross-Seaview,Sonoma,,,Del Dotto 2011 Cinghiale Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Del Dotto
68249,Italy,"Ripe plum, cranberry, pressed violet, tobacco and damp soil aromas lead the nose, along with a whiff of clove. The round, polished palate offers dried black cherry, prune, raspberry jam and licorice notes, alongside smooth tannins. It's already extremely approachable, so drink soon.",Gudarrà Riserva,91,40.0,Southern Italy,Aglianico del Vulture,,Kerin O’Keefe,@kerinokeefe,Bisceglia 2008 Gudarrà Riserva  (Aglianico del Vulture),Aglianico,Bisceglia
17464,US,"A bit light in body, but rich in raspberries, cherries, pomegranates, cola and spicy vanilla, with a smoky coating of oak. Excellent Central Coast acidity perks things up. Drink now with a nice steak.",Chorro Creek,88,38.0,California,San Luis Obispo County,Central Coast,,,Stephen Ross 2009 Chorro Creek Pinot Noir (San Luis Obispo County),Pinot Noir,Stephen Ross
51789,Chile,"Aromas of tree bark, vanilla and herbs mix with peppery red fruit scents, while the palate is comfortable and herbal, with plum and dry oak notes. Peppery on the finish, and overall this is a nice but standard Chilean Cabernet that should strike most as being familiar.",Reserva Maitén Single Vineyard,87,13.0,Aconcagua Valley,,,Michael Schachner,@wineschach,Agustinos 2007 Reserva Maitén Single Vineyard Cabernet Sauvignon (Aconcagua Valley),Cabernet Sauvignon,Agustinos
85024,US,"This forward, fruity Cabernet Sauvignon is plummy and ripe with notes of black cherry preserves and cassis liqueur. It's plush on the palate, with soft, sunny acidity, but moderate alcohol keeps it fresh and quaffable.",,86,23.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Fox Run 2012 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,Fox Run
3457,Argentina,"Odd aromas of curried meat and iodine are more unusual than off-putting. This feels a bit wide and heavy, with flatness to the palate. Flavors of roasted plum and savory spices suggest lamb curry, while this feels robust and aggressive on a slightly hot finish.",Gualtallary,88,20.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Cadus 2014 Gualtallary Malbec (Mendoza),Malbec,Cadus
17090,Australia,"Phil Sexton's wines under the Giant Steps label are becoming more consistent, and the 2014s may be his best yet. This is a medium- to full-bodied wine, with a supple, creamy texture and lingering notes of spring flowers and black cherries. Subtle oaking adds brown sugar and mocha shadings to the crisp finish. Drink now–2022.",Sexton Vineyard,92,42.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Giant Steps 2014 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,Giant Steps
109999,Germany,"Steely and sharp yet delicately sweet, this medium-bodied Riesling keeps a balance between austerity and forward fruitiness. It's vibrantly fresh, with crisp grapefruit and lemon flavors anchored by a core of acidity. Drink now through 2021 to enjoy its freshness.",Feinherb,89,25.0,Rheingau,,,Anna Lee C. Iijima,,Baron Knyphausen 2015 Feinherb Riesling (Rheingau),Riesling,Baron Knyphausen
88350,France,"Full and rounded, this is a rich wine with its perfumed and smooth character from the blend of Gros Manseng and Petit Courbu. There is a more delicate element that acts as a fine contrast to the otherwise ripe wine.",L'Empreinte de Saint-Mont,90,18.0,Southwest France,Saint-Mont,,Roger Voss,@vossroger,Producteurs Plaimont 2011 L'Empreinte de Saint-Mont  (Saint-Mont),White Blend,Producteurs Plaimont
62785,Austria,"A beautiful encounter of spice, citrus and earthy freshness. On the palate, citrus dominates but ripe, red apple and peach lie at the core. A lively slick of zesty freshness provides direction and flow. This is still subdued and takes time to blossom. Drink as of 2017.",Loibenberg Smaragd,93,64.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Alzinger 2013 Loibenberg Smaragd Riesling (Wachau),Riesling,Alzinger
1230,US,"Elegant and beautiful aromas of Montmorency cherry, tart orange peel and balsamic fig reduction sauce prove precise and show some mature vine age. Roasted fig flavors meet with salt and pepper seasonings on the palate, which is well structure and full of bright acidity.",La Encantada,93,65.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2015 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,Tantara
74425,US,"A spritzy, frizzante style, off dry but with supporting acids, this offers juicy flavors of orange and tangerine, with a hint of rind. Note the low alcohol, which makes this a great choice for mimosas.",,87,14.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Foris 2013 Moscato (Rogue Valley),Moscato,Foris
116335,Australia,"This is a classically proportioned Bordeaux blend, featuring 70% Cabernet Sauvignon and 30% Merlot. Mint and cassis aromas pick up shadings of dried herbs and tobacco on the palate, ending with good persistence and a certain degree of elegance. Because of that, serve this wine alongside a roast rather than a big, beefy steak.",,87,15.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Little Rebel 2004 Cabernet Sauvignon-Merlot (Yarra Valley),Cabernet Sauvignon-Merlot,Little Rebel
61507,US,"This is a robust Pinot Noir, marked by excessive alcohol that gives it a peppery burn throughout. Beyond that, it's dry and silky, with flavors of very ripe cherry, red currant and Dr. Pepper.",Laughlin Road Ranch,86,55.0,California,Russian River Valley,Sonoma,,,Mara 2009 Laughlin Road Ranch Pinot Noir (Russian River Valley),Pinot Noir,Mara
15412,Italy,"Made entirely with Merlot, this isn't very expressive, offering aromas and flavors that suggest black-skinned fruit along with whiffs of tangerine and baking spice. It's extremely simple, with loose-knit tannins. Drink soon.",Voltaccia 49,85,25.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Poggio al Chiuso 2014 Voltaccia 49 Merlot (Toscana),Merlot,Poggio al Chiuso
66228,US,"This smooth, tasty, very well-balanced wine glides over the palate and tastes like Bing cherry spiced with cinnamon and nutmeg. Fresh acidity and fine, firm tannins support the flavors well and keep the wine appetizing and mouthwatering, even in the aftertaste.",On Point Christinna's Cuvee,91,36.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Fulcrum 2013 On Point Christinna's Cuvee Pinot Noir (Anderson Valley),Pinot Noir,Fulcrum
124030,France,"This sweet rosé is light, with some attractive ripe strawberry flavors. Grapefruit acidity gives it a fresher side, lifting the bright, fruity aftertaste. Drink now.",Demoiselle Bleue,83,15.0,Loire Valley,Cabernet d'Anjou,,Roger Voss,@vossroger,Alliance Loire 2014 Demoiselle Bleue  (Cabernet d'Anjou),Rosé,Alliance Loire
67479,France,"Petit Chablis is planted on the plateau above the Serein river valley, the heart of Chablis. This attractively fruity wine offers white fruits and crisp acidity. Light and refreshing, it is ready to drink.",,88,20.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,Domaine Céline et Frédéric Gueguen 2014  Petit Chablis,Chardonnay,Domaine Céline et Frédéric Gueguen
23860,South Africa,"This delicious rosé is a combination of sweet strawberry and a touch of lemon crispness on the nose and the palate. Its light, elegant character is supported by a dancing acidity and a balance of ripe berry flavors and minerality. A great food pairing choice or stellar solo sip.",Kaapse Vonkel Brut Rosé,90,30.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Simonsig 2007 Kaapse Vonkel Brut Rosé Sparkling (Stellenbosch),Sparkling Blend,Simonsig
123772,Argentina,"This pitch-dark, fully extracted Malbec from La Consulta in Mendoza's Uco Valley delivers blackberry, black pepper and brushy herbal aromas on what amounts to a massive, spot-on bouquet. Big, chewy and tannic on the palate, with earthy, roasted flavors of blackberry, prune, savory spices and raw oak, this finishes meaty, slightly salty and strong, with wild herb and black-fruit flavors. Drink through 2022.",Aluvional,94,90.0,Mendoza Province,La Consulta,,Michael Schachner,@wineschach,Zuccardi 2012 Aluvional Malbec (La Consulta),Malbec,Zuccardi
72584,US,"More like an off white in color than actually pink, this 100% barrel-fermented, free-drained wine shows lemon blossoms, Pink Lady apple and lime zest on a very restrained nose. The palate is lively with tantalizing acidity, and fresh with light Meyer lemon zest and juice flavors.",Rosé of,89,20.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Center of Effort 2015 Rosé of Pinot Noir (Edna Valley),Pinot Noir,Center of Effort
